Type,Channel,Title,Year,Genre,Runtime,Bucket,MPM from Prior List,Tentpole,Additional Titles to Pull,PRODUCT ID,Product ID,Co-Fi?,,UPDATED PRODUCT ID,Different than Original?
Movie,Comedy,Spies Like Us,1985,COMEDY,1.71,C,not in prior list,No,,2002158,1001503,No,,2002158,No
Movie,Comedy,"OH GOD, YOU DEVIL",1984,COMEDY ,1.6,C,not in prior list,No,,2002114,1001459,No,,2002114,No
Movie,Comedy,Strange Brew,1983,COMEDY ,1.5,C,2012132,No,,2012132,1009785,No,,2012132,No
Movie,Comedy,"Man With Two Brains, The",1983,COMEDY ,1.5,C,not in prior list,No,,2002067,1001413,No,,2002067,No
Movie,Comedy,Smorgasbord,1983,COMEDY,1.51,CLASSIC,not in prior list,No,,2002069,1001415,No,,2002069,No
Movie,Comedy,Creepshow,1982,COMEDY ,2.01,C,not in prior list,No,,2002045,1001393,No,,2002045,No
Movie,Comedy,"World According to Garp, The",1982,COMEDY ,2.28,CLASSIC,2002032,No,,2002032,1001380,No,,2002032,No
Movie,Comedy,"Victor, Victoria",1982,COMEDY ,2.21,CLASSIC,not in prior list,No,,2011972,1009627,No,,2011972,No
Movie,Comedy,Whose Life Is It Anyway,1981,COMEDY ,1.96,CLASSIC,not in prior list,No,,2011954,1009609,No,,2011954,No
Movie,Comedy,Under the Rainbow,1981,COMEDY ,1.65,CLASSIC,not in prior list,No,,2001995,1001345,No,,2001995,No
Movie,Comedy,Arthur,1981,COMEDY ,1.65,C,2001997,No,,2001997,1001347,No,,2001997,No
Movie,Comedy,Polyester,1981,COMEDY ,1.43,CLASSIC,2016948,No,,2016948,1013262,No,,2016948,No
Movie,Comedy,Going in Style (1979),1979,COMEDY ,1.65,CLASSIC,not in prior list,No,,2001940,1001291,No,,2001940,No
Movie,Comedy,Being There,1979,COMEDY ,2.16,C,2002365,No,,2002365,1001706,No,,2002365,No
Movie,Comedy,"Frisco Kid, The",1979,COMEDY,1.98,CLASSIC,not in prior list,No,,2001922,1001274,No,,2001922,No
Movie,Comedy,"Oh, God!",1977,COMEDY ,1.73,C,2001837,No,,2001837,1001194,No,,2001837,No
Movie,Comedy,Network,1976,COMEDY,2.01,C,2011172,No,,2011172,1008911,No,,2011172,No
Movie,Comedy,Hearts of the West,1975,COMEDY,1.7,CLASSIC,not in prior list,No,,2011098,1008838,No,,2011098,No
Movie,Comedy,"Sunshine Boys, The",1975,COMEDY ,1.85,C,not in prior list,No,,2011099,1008839,No,,2011099,No
Movie,Comedy,Alice Doesn't Live Here Anymore,1974,COMEDY ,1.88,C,not in prior list,No,,2001735,1001095,No,,2001735,No
Movie,Comedy,Uptown Saturday Night,1974,COMEDY ,1.73,C,not in prior list,No,,2001707,1001069,No,,2001707,No
Movie,Comedy,"Cheyenne Social Club, The",1970,COMEDY,1.61,CLASSIC,not in prior list,No,,2003487,1002610,No,,2003487,No
Movie,Comedy,"Great Bank Robbery, The",1969,COMEDY ,1.63,CLASSIC,not in prior list,No,,2001555,1000920,No,,2001555,No
Movie,Comedy,"Big Hand for a Little Lady, A",1966,COMEDY,1.58,CLASSIC,not in prior list,No,,2001434,1000801,No,,2001434,No
Movie,Comedy,"Alphabet Murders, The",1966,COMEDY ,1.5,CLASSIC,not in prior list,No,,2009814,1007706,No,,2009814,No
Movie,Comedy,Hotel Paradiso,1966,COMEDY ,1.6,CLASSIC,not in prior list,No,,2009913,1007802,No,,2009913,No
Movie,Comedy,Girl Happy,1965,COMEDY ,1.6,C,2009747,No,,2009747,1007644,No,,2009747,No
Movie,Comedy,Having a Wild Weekend,1965,COMEDY ,1.53,CLASSIC,not in prior list,No,,2001383,1000751,No,,2001383,No
Movie,Comedy,Kisses for My President,1965,COMEDY ,1.88,CLASSIC,not in prior list,No,,2001372,1000740,No,,#N/A,#N/A
Movie,Comedy,Honeymoon Hotel,1964,COMEDY,1.48,CLASSIC,not in prior list,No,,2009665,1007566,No,,2009665,No
Movie,Comedy,Kissin' Cousins,1964,COMEDY ,1.6,C,not in prior list,No,,2009635,1007538,No,,2009635,No
Movie,Comedy,Robin and the Seven Hoods,1964,COMEDY ,1.71,CLASSIC,2001368,No,,2001368,1000736,No,,2001368,No
Movie,Comedy,Viva Las Vegas,1964,COMEDY ,1.43,C,not in prior list,No,,2009657,1007559,No,,2009657,No
Movie,Comedy,OCEAN'S 11 (1960),1960,COMEDY ,2.13,C,not in prior list,No,,2000655,1000634,No,,2000655,No
Movie,Comedy,Bowery Boys: Master Minds,1959,COMEDY ,1.06,CLASSIC,not in prior list,No,,2056578,1015558,No,,#N/A,#N/A
Movie,Comedy,Love in the Afternoon,1957,COMEDY ,2.1,CLASSIC,not in prior list,No,,2111945,1057107,No,,2000760,Yes
Movie,Comedy,Top Secret Affair,1957,COMEDY ,1.66,CLASSIC,not in prior list,No,,2000536,1000515,No,,2000536,No
Movie,Comedy,High Society,1956,COMEDY ,1.78,CLASSIC,not in prior list,No,,2021799,1016630,No,,2008760,Yes
Movie,Comedy,Great Diamond Robbery,1954,COMEDY ,1.15,CLASSIC,not in prior list,No,,2008517,1006488,No,,2008517,No
Movie,Comedy,"Long, Long Trailer, The",1954,COMEDY ,1.71,CLASSIC,not in prior list,No,,2008520,1006491,No,,2008520,No
Movie,Comedy,April in Paris,1953,COMEDY ,1.68,CLASSIC,not in prior list,No,,2000407,1000389,No,,2000407,No
Movie,Comedy,Band Wagon,1953,COMEDY ,1.86,CLASSIC,not in prior list,No,,2008421,1006396,No,,2008421,No
Movie,Comedy,Kiss Me Kate,1953,COMEDY ,1.81,CLASSIC,2008512,No,,2008512,1006483,No,,2008512,No
Movie,Comedy,"Belle of New York, The",1952,COMEDY ,1.36,CLASSIC,not in prior list,No,,2008317,1006300,No,,2008317,No
Movie,Comedy,Two Tickets to Broadway,1951,COMEDY ,1.76,CLASSIC,not in prior list,No,,2013680,1011057,No,,2013680,No
Movie,Comedy,Gold Raiders (1951),1951,COMEDY,0.93,CLASSIC,not in prior list,No,,2005928,1004680,No,,2005928,No
Movie,Comedy,"Goodbye, My Fancy",1951,COMEDY ,1.78,CLASSIC,not in prior list,No,,2000364,1000346,No,,2000364,No
Movie,Comedy,On Moonlight Bay,1951,COMEDY ,1.58,CLASSIC,2000368,No,,2000368,1000350,No,,2000368,No
Movie,Family,Happy Feet,2006,COMEDY ,1.82,A,not in prior list,Yes,,2025080,1019250,No,,2025080,No
Movie,Family,Journey 2: The Mysterious Island,2012,ADVENTURE ,1.57,A,not in prior list,Yes,,2053257,1032074,No,,2053257,No
Movie,Family,"Goonies, The",1985,ACTION ,1.92,B,not in prior list,Yes,,2002146,1001491,No,,2002146,No
Movie,Family,Yogi Bear,2010,ADVENTURE ,1.38,B,1012148,Yes,,2066931,1037554,No,,#N/A,#N/A
Movie,Family,Tim Burton's Corpse Bride,2005,FANTASY ,1.28,B,not in prior list,Yes,,2025542,1019722,No,,2025542,No
Movie,Family,Where The Wild Things Are,2009,ADVENTURE ,1.57,B,not in prior list,Yes,,2041498,1026086,Yes,,2041498,No
Movie,Family,Dolphin Tale,2011,DRAMA ,1.88,B,not in prior list,Yes,,2054982,1033046,No,,#N/A,#N/A
Movie,Family,"Golden Compass, The",2007,ADVENTURE ,1.88,B,2043529,Yes,,2043529,1026797,No,,2043529,No
Movie,Family,Little Big League,1994,COMEDY ,1.98,B,not in prior list,Yes,,2015308,1011861,No,,2015308,No
Movie,Family,Lost In Space (1998),1998,SCIFI ,2.17,B,not in prior list,Yes,,2017008,1013318,No,,2017008,No
Movie,Family,"Ant Bully, The",2006,ADVENTURE ,1.48,B,2025709,Yes,,2025709,1019890,Yes,,2025709,No
Movie,Family,Nancy Drew,2007,COMEDY ,1.65,B,not in prior list,Yes,,2017027,1013337,No,,#N/A,#N/A
Movie,Family,Free Willy,1993,ADVENTURE ,1.87,B,not in prior list,Yes,,2003255,1002378,Yes,,2003255,No
Movie,Family,Smallfoot,2018,ADVENTURE ,1.6,B,not in prior list,Yes,,2058073,1034610,No,,2058073,No
Movie,Family,Paddington 2,2018,COMEDY ,1.73,A,not in prior list,Yes,,2075557,1042452,No,,#N/A,#N/A
Movie,Family,Nancy Drew and the Hidden Staircase,2019,COMEDY ,1.48,B,not in prior list,No,x,2009239,1007162,No,,2078912,Yes
Movie,Family,BORN TO BE WILD 3D - IMAX,2011,DOC ,0.66,C,not in prior list,No,x,2053366,1032136,No,,2053366,No
Movie,Family,Shorts,2009,COMEDY ,1.48,C,not in prior list,No,x,2024436,1018630,No,,2048306,Yes
Movie,Family,Kit Kittredge: An American Girl,2008,DRAMA ,1.56,C,not in prior list,No,x,2048748,1029583,No,,2048748,No
Movie,Family,Martian Child,2007,COMEDY ,1.8,C,not in prior list,No,x,2038764,1025126,No,,2038764,No
Movie,Family,"Last Mimzy, The",2007,SCIFI ,1.63,C,not in prior list,No,x,2042784,1026588,No,,2042784,No
Movie,Family,"Astronaut Farmer, The",2007,DRAMA ,1.73,C,not in prior list,No,x,2039618,1025304,No,,2039618,No
Movie,Family,"Nativity Story, The",2006,DRAMA ,1.61,C,not in prior list,No,x,2043270,1026732,No,,2043270,No
Movie,Family,How To Eat Fried Worms,2006,COMEDY ,1.38,C,not in prior list,No,x,2039704,1025335,Yes,,2039704,No
Movie,Family,Hoot,2006,ADVENTURE ,1.5,C,not in prior list,No,,2040161,1025510,No,,2040161,No
Movie,Family,Duma,2005,ADVENTURE ,1.68,C,not in prior list,No,,2025983,1020143,Yes,,2025983,No
Movie,Family,Funky Monkey,2004,COMEDY ,1.56,C,not in prior list,No,,2024156,1018484,No,,2024156,No
Movie,Family,Moto X Kids,2004,ACTION ,1.38,C,not in prior list,No,,2034750,1023532,No,,2034750,No
Movie,Family,Kangaroo Jack,2003,ADVENTURE ,1.48,C,not in prior list,No,,2004686,1003777,No,,2004686,No
Movie,Family,Virginia's Run,2002,DRAMA ,1.75,C,not in prior list,No,,2024466,1018650,No,,2024466,No
Movie,Family,Osmosis Jones,2001,ADVENTURE ,1.58,C,2004650,No,,2004650,1003741,No,,2004650,No
Movie,Family,"Little Vampire, The (2000)",2000,ADVENTURE ,1.56,C,not in prior list,No,,#N/A,#N/A,No,,#N/A,#N/A
Movie,Family,Family Tree,2000,DRAMA ,1.48,C,not in prior list,No,,2066282,1048183,Yes,,2003034,Yes
Movie,Family,Quest for Camelot,1998,ADVENTURE ,1.33,C,not in prior list,No,,2003576,1002699,No,,#N/A,#N/A
Movie,Family,Alaska,1996,ADVENTURE ,1.83,C,not in prior list,No,,2000798,1000706,No,,2015329,Yes
Movie,Family,"Adventures Of Pinocchio, The",1996,FANTASY ,1.6,C,2017041,No,,2017041,1013351,No,,2017041,No
Movie,Family,War of the Buttons,1995,ADVENTURE ,1.56,C,not in prior list,No,,2006425,1005169,No,,#N/A,#N/A
Movie,Family,Summer Snow,1995,COMEDY ,1.68,CLASSIC,not in prior list,No,,2002939,1002165,No,,2002939,No
Movie,Family,Widows' Peak,1994,COMEDY ,1.68,C,not in prior list,No,,2016823,1013148,No,,2016823,No
Movie,Family,That's Entertainment III,1994,DOC ,1.8,CLASSIC,not in prior list,No,,2013807,1011180,No,,2013807,No
Movie,Family,Monkey Trouble,1994,COMEDY ,1.58,C,not in prior list,No,,2016758,1013084,No,,2016758,No
Movie,Family,Mr. Nanny,1993,COMEDY ,1.4,C,not in prior list,No,,2016760,1013086,No,,2016760,No
Movie,Family,Airborne,1993,ADVENTURE ,1.45,C,not in prior list,No,,2020554,1015745,No,,#N/A,#N/A
Movie,Family,Surf Ninjas,1993,COMEDY ,1.43,C,not in prior list,No,,2016801,1013126,No,,2016801,No
Movie,Family,"Big Girls Don't Cry, They Get Even",1992,COMEDY ,1.6,C,not in prior list,No,,2016676,1013002,No,,2016676,No
Movie,Family,Curly Sue,1991,COMEDY ,1.7,C,not in prior list,No,,2002533,1001871,No,,2002533,No
Movie,Family,Suburban Commando,1991,COMEDY ,1.5,C,not in prior list,No,,2016799,1013124,No,,2016799,No
Movie,Family,Funny Farm,1988,COMEDY ,1.7,C,not in prior list,No,,2005152,1004054,No,,2002310,Yes
Movie,Family,Lionheart,1986,ADVENTURE ,1.73,CLASSIC,not in prior list,No,,2002212,1001557,No,,2002212,No
Movie,Family,"Beniker Gang, The",1986,DRAMA ,1.45,CLASSIC,not in prior list,No,,2012479,1010074,No,,2012479,No
Movie,Family,Rainbow Brite and the Star Stealer,1985,ADVENTURE ,1.41,CLASSIC,2002165,No,,2002165,1001510,No,,2002165,No
Movie,Family,Follow That Bird,1985,ADVENTURE ,1.48,C,not in prior list,No,,2002149,1001494,No,,#N/A,#N/A
Movie,Family,Twice Upon a Time,1983,FANTASY ,1.25,CLASSIC,not in prior list,No,,2002040,1001388,No,,2002040,No
Movie,Family,Shipwreck,1978,ADVENTURE ,1.7,CLASSIC,not in prior list,No,,#N/A,#N/A,No,,#N/A,#N/A
Movie,Family,From the Mixed Up Files of Mrs. Basil E. Frankweiler,1973,COMEDY ,1.75,CLASSIC,not in prior list,No,,#N/A,#N/A,No,,#N/A,#N/A
Movie,Family,"Phantom Tollbooth, The",1969,ADVENTURE ,1.5,CLASSIC,not in prior list,No,,2010479,1008246,No,,2010479,No
Movie,Family,How Sweet It Is!,1968,COMEDY ,1.63,CLASSIC,not in prior list,No,,2003469,1002592,No,,2003469,No
Movie,Family,Zebra in the Kitchen,1965,COMEDY ,1.55,CLASSIC,not in prior list,No,,2009753,1007650,No,,2009753,No
Movie,Family,Family Diary,1964,DRAMA ,1.91,CLASSIC,not in prior list,No,,2009628,1007532,No,,#N/A,#N/A
Movie,Family,Spencer's Mountain,1963,DRAMA ,1.98,CLASSIC,not in prior list,No,,2001340,1000708,No,,2001340,No
Movie,Family,Days of Wine and Roses,1962,DRAMA ,1.95,CLASSIC,2000724,No,,2000724,1000702,No,,2000724,No
Movie,Family,"Wonderful World of the Brothers Grimm, The",1962,ADVENTURE ,2.15,CLASSIC,not in prior list,No,,2009571,1007478,No,,2009571,No
Movie,Family,Home from the Hill,1960,DRAMA ,2.5,CLASSIC,2009199,No,,2009199,1007124,No,,2009199,No
Movie,Family,Magic Boy,1960,ADVENTURE ,1.38,CLASSIC,not in prior list,No,,2009299,1007221,No,,#N/A,#N/A
Movie,Family,Please Don't Eat the Daisies,1960,COMEDY ,1.85,CLASSIC,2009201,No,,2009201,1007126,No,,2009201,No
Movie,Family,Andy Hardy Comes Home,1958,COMEDY ,1.35,CLASSIC,not in prior list,No,,2006827,1005557,No,,2006827,No
Movie,Family,Escapade in Japan,1957,ADVENTURE ,1.55,CLASSIC,not in prior list,No,,2008838,1006791,No,,2008838,No
Movie,Family,"Happy Road, The",1957,COMEDY ,1.66,CLASSIC,not in prior list,No,,2008880,1006828,No,,2008880,No
Movie,Family,"Invisible Boy, The",1957,DRAMA ,1.41,CLASSIC,not in prior list,No,,2008974,1006914,No,,2008974,No
Movie,Family,Man on Fire (1957),1957,DRAMA ,1.58,CLASSIC,not in prior list,No,,2008873,1006822,No,,2008873,No
Movie,Family,"Young Stranger, The",1957,DRAMA ,1.4,CLASSIC,not in prior list,No,,2008846,1006798,No,,2008846,No
Movie,Family,It's a Dog's Life,1955,COMEDY ,1.45,CLASSIC,not in prior list,No,,2004298,1003401,No,,2004298,No
Movie,Family,Her Twelve Men,1954,COMEDY ,1.51,CLASSIC,not in prior list,No,,2008531,1006502,No,,2008531,No
Movie,Family,Bright Road,1953,DRAMA ,1.15,CLASSIC,not in prior list,No,,2008400,1006377,No,,2008400,No
Movie,Family,Room for One More,1952,COMEDY ,1.63,CLASSIC,not in prior list,No,,2000384,1000366,No,,2000384,No
Movie,Family,Young Man with Ideas,1952,COMEDY ,1.4,CLASSIC,not in prior list,No,,2008324,1006307,No,,2008324,No
Movie,Family,Gunplay,1951,ACTION ,1,CLASSIC,not in prior list,No,,2005931,1004683,No,,2005931,No
Movie,Family,"Happy Years, The",1950,COMEDY ,1.43,CLASSIC,not in prior list,No,,2008158,1006159,No,,2008158,No
Movie,Family,"Secret Garden, The (1949)",1949,DRAMA ,1.53,CLASSIC,not in prior list,No,,2008121,1006131,No,,2008121,No
Movie,Family,"Story of Seabiscuit, The",1949,DRAMA ,1.63,CLASSIC,not in prior list,No,,2012131,1009784,No,,2012131,No
Movie,Family,"Boy with Green Hair, The",1948,DRAMA ,1.36,CLASSIC,not in prior list,No,,2003551,1002674,No,,2003551,No
Movie,Family,I Remember Mama,1948,COMEDY ,2.23,CLASSIC,2007622,No,,2007622,1005693,No,,2007622,No
Movie,Family,Tenth Avenue Angel,1948,DRAMA ,1.23,CLASSIC,not in prior list,No,,2008023,1006042,No,,2008023,No
Movie,Family,High school Hero,1946,COMEDY ,1.15,CLASSIC,not in prior list,No,,2000960,1000706,No,,2000960,No
Movie,Family,Freddie Steps Out,1946,COMEDY ,1.25,CLASSIC,not in prior list,No,,2000925,1000706,No,,2000925,No
Movie,Family,My Brother Talks to Horses,1946,COMEDY ,1.55,CLASSIC,not in prior list,No,,2007963,1005992,No,,#N/A,#N/A
Movie,Family,"Yearling, The",1946,DRAMA ,2.23,CLASSIC,not in prior list,No,,2007965,1005994,No,,2007965,No
Movie,Family,"My Pal, Wolf",1944,DRAMA ,1.25,CLASSIC,not in prior list,No,,2009177,1007103,No,,2009177,No
Movie,Family,"Canterville Ghost, The",1944,COMEDY ,1.58,CLASSIC,not in prior list,No,,2007803,1005857,No,,2007803,No
Movie,Family,"Human Comedy, The",1943,COMEDY ,1.95,CLASSIC,not in prior list,No,,2007979,1006007,No,,2007979,No
Movie,Crime/Noir,"Departed, The",2006,DRAMA ,2.51,A,not in prior list,Yes,,2025893,1020047,No,,2025893,No
Movie,Crime/Noir,"Town, The",2010,THRILLER,2.08,A,not in prior list,Yes,,2044344,1027239,No,,2044344,No
Movie,Crime/Noir,Training Day,2001,DRAMA ,2.03,A,not in prior list,Yes,,2004652,1003743,Yes,,2004652,No
Movie,Crime/Noir,Seven,1995,THRILLER ,2.17,A,not in prior list,Yes,,2017015,1013325,Yes,,2017015,No
Movie,Crime/Noir,"Dead Pool, The",1988,THRILLER ,1.53,B,not in prior list,Yes,,2002311,1001652,No,,2002311,No
Movie,Crime/Noir,Sudden Impact,1983,THRILLER ,1.95,B,not in prior list,Yes,,2002091,1001436,No,,2002091,No
Movie,Crime/Noir,"Brave One, The",2007,THRILLER ,2.03,B,not in prior list,Yes,,2009557,1007468,No,,2024997,Yes
Movie,Crime/Noir,Ricochet,1991,DRAMA ,1.62,B,not in prior list,Yes,,2002550,1001888,Yes,,2002550,No
Movie,Crime/Noir,"Perfect World, A",1993,DRAMA ,2.30,C,not in prior list,Yes,,2003266,1002389,No,,2003266,No
Movie,Crime/Noir,Insomnia,2002,THRILLER ,1.97,C,not in prior list,Yes,,2004689,1003780,No,,2004689,No
Movie,Crime/Noir,City By the Sea,2002,DRAMA ,1.80,C,not in prior list,Yes,,2004649,1003740,No,,2004649,No
Movie,Crime/Noir,Dog Day Afternoon,1975,DRAMA ,2.08,C,not in prior list,Yes,,2001744,1001104,No,,2001744,No
Movie,Crime/Noir,"Public Enemy, The",1931,DRAMA ,1.40,C,not in prior list,Yes,,2010273,1008130,No,,2010273,No
Movie,Crime/Noir,"Big Sleep, The",1946,DRAMA ,1.9,C,2010684,Yes,,2010684,1008443,No,,2010684,No
Movie,Crime/Noir,"Postman Always Rings Twice, The",1946,DRAMA ,1.88,C,not in prior list,Yes,,2007906,1005939,No,,2007906,No
Movie,Crime/Noir,Cast a Dark Shadow,1955,DRAMA ,1.36,CLASSIC,not in prior list,No,x,2008633,1006597,No,,2008633,No
Movie,Crime/Noir,Death of a Scoundrel,1955,DRAMA ,1.98,CLASSIC,not in prior list,No,x,2008290,1006277,No,,#N/A,#N/A
Movie,Crime/Noir,Postmark for Danger,1955,DRAMA ,1.4,CLASSIC,not in prior list,No,x,2008637,1006601,No,,2008637,No
Movie,Crime/Noir,Betrayed (1954),1954,DRAMA ,1.8,CLASSIC,not in prior list,No,x,2008624,1006589,No,,2008624,No
Movie,Crime/Noir,Crime Wave,1954,DRAMA ,1.23,CLASSIC,not in prior list,No,x,2000434,1000413,No,,2000434,No
Movie,Crime/Noir,Angel Face,1953,DRAMA ,1.51,CLASSIC,not in prior list,No,x,2000159,1000151,No,,2000159,No
Movie,Crime/Noir,Code Two,1953,DRAMA ,1.15,CLASSIC,not in prior list,No,x,2008403,1006380,No,,2008403,No
Movie,Crime/Noir,On Dangerous Ground,1952,DRAMA ,1.36,CLASSIC,not in prior list,No,x,2009495,1007410,No,,#N/A,#N/A
Movie,Crime/Noir,"Devil Makes Three, The",1952,DRAMA ,1.5,CLASSIC,not in prior list,No,x,2008370,1006350,No,,#N/A,#N/A
Movie,Crime/Noir,"Hour of 13, The",1952,DRAMA ,1.31,CLASSIC,not in prior list,No,x,2008377,1006357,No,,2008377,No
Movie,Crime/Noir,"Light Touch, The",1951,DRAMA ,1.78,CLASSIC,not in prior list,No,x,2008304,1006289,No,,2008304,No
Movie,Crime/Noir,"Man with a Cloak, The",1951,DRAMA ,1.35,CLASSIC,not in prior list,No,x,2008294,1006280,No,,2008294,No
Movie,Crime/Noir,No Questions Asked,1951,DRAMA ,1.33,CLASSIC,not in prior list,No,,2008241,1006236,No,,2008241,No
Movie,Crime/Noir,"Sellout, The (1951)",1951,DRAMA ,1.36,CLASSIC,not in prior list,No,,2008312,1006296,No,,2008312,No
Movie,Crime/Noir,"Strip, The",1951,DRAMA ,1.41,CLASSIC,not in prior list,No,,2008250,1006244,No,,2008250,No
Movie,Crime/Noir,"Tall Target, The",1951,DRAMA ,1.3,CLASSIC,not in prior list,No,,2008248,1006243,No,,2008248,No
Movie,Crime/Noir,Tomorrow Is Another Day,1951,DRAMA ,1.5,CLASSIC,not in prior list,No,,2000375,1000357,No,,2000375,No
Movie,Crime/Noir,"Unknown Man, The",1951,DRAMA ,1.43,CLASSIC,not in prior list,No,,2008301,1006286,No,,2008301,No
Movie,Crime/Noir,"Damned Don't Cry, The",1950,DRAMA ,1.73,CLASSIC,not in prior list,No,,2000338,1000320,No,,2000338,No
Movie,Crime/Noir,"Dangerous Profession, A",1950,DRAMA ,1.31,CLASSIC,not in prior list,No,,2004481,1003577,No,,#N/A,#N/A
Movie,Crime/Noir,Destination Murder,1950,DRAMA ,1.2,CLASSIC,not in prior list,No,,2004511,1003607,No,,2004511,No
Movie,Crime/Noir,Double Deal,1950,DRAMA ,1.08,CLASSIC,not in prior list,No,,2004745,1003834,No,,2004745,No
Movie,Crime/Noir,Mystery Street,1950,DRAMA ,1.55,CLASSIC,not in prior list,No,,2008160,1006161,No,,2008160,No
Movie,Crime/Noir,Outrage,1950,DRAMA ,1.25,CLASSIC,not in prior list,No,,2052847,1031916,No,,2008171,Yes
Movie,Crime/Noir,Scene of the Crime,1950,DRAMA ,1.56,CLASSIC,not in prior list,No,,2008096,1006110,No,,#N/A,#N/A
Movie,Crime/Noir,"Secret Fury, The",1950,DRAMA ,1.43,CLASSIC,not in prior list,No,,2008172,1006170,No,,2008172,No
Movie,Crime/Noir,Shadow on the Wall,1950,DRAMA ,1.4,CLASSIC,not in prior list,No,,2008151,1006154,No,,2008151,No
Movie,Crime/Noir,"Woman on Pier 13, The",1950,DRAMA ,1.21,CLASSIC,not in prior list,No,,2014236,1011577,No,,#N/A,#N/A
Movie,Crime/Noir,Incident,1949,DRAMA ,1.13,CLASSIC,not in prior list,No,,2000974,1000706,No,,2000974,No
Movie,Crime/Noir,"Bribe, The",1949,DRAMA ,1.63,CLASSIC,not in prior list,No,,2008078,1006095,No,,2008078,No
Movie,Crime/Noir,Brothers in the Saddle,1949,DRAMA ,1,CLASSIC,not in prior list,No,,2003881,1003001,No,,2003881,No
Movie,Crime/Noir,They Live by Night,1949,DRAMA ,1.6,CLASSIC,2012761,No,,2012761,1010321,No,,2012761,No
Movie,Crime/Noir,"Threat, The",1949,DRAMA ,1.08,CLASSIC,not in prior list,No,,2000647,1000626,No,,#N/A,#N/A
Movie,Crime/Noir,"Velvet Touch, The",1949,DRAMA ,1.61,CLASSIC,not in prior list,No,,2013782,1011156,No,,#N/A,#N/A
Movie,Crime/Noir,White Heat,1949,DRAMA ,1.9,CLASSIC,2014183,No,,2023805,1018134,No,,2014183,Yes
Movie,Crime/Noir,"Woman's Secret, A",1949,DRAMA ,1.41,CLASSIC,not in prior list,No,,2014246,1011584,No,,2014246,No
Movie,Crime/Noir,"Hunted, The",1948,DRAMA ,1.1,CLASSIC,not in prior list,No,,2000967,1000706,No,,2000967,No
Movie,Crime/Noir,Bodyguard (1949),1948,DRAMA ,1.03,CLASSIC,not in prior list,No,,2002224,1001568,No,,2002224,No
Movie,Crime/Noir,Key Largo,1948,DRAMA ,1.68,CLASSIC,not in prior list,No,,2007879,1005916,No,,2007879,No
Movie,Crime/Noir,Mystery in Mexico,1948,DRAMA ,1.1,CLASSIC,not in prior list,No,,2009184,1007110,No,,2009184,No
Movie,Crime/Noir,Race Street,1948,DRAMA ,1.31,CLASSIC,not in prior list,No,,2010290,1008147,No,,2010290,No
Movie,Crime/Noir,Smart Girls Don't Talk,1948,DRAMA ,1.35,CLASSIC,not in prior list,No,,2011431,1009131,No,,2011431,No
Movie,Crime/Noir,"Gangster, The",1947,DRAMA ,1.4,CLASSIC,not in prior list,No,,2000929,1000706,No,,2000929,No
Movie,Crime/Noir,Crossfire (1947),1947,DRAMA ,1.43,CLASSIC,not in prior list,No,,2004425,1003525,No,,2004425,No
Movie,Crime/Noir,Violence,1947,DRAMA ,1.2,CLASSIC,not in prior list,No,,2001216,1000706,No,,2001216,No
Movie,Crime/Noir,Cry Wolf (1947),1947,DRAMA ,1.38,CLASSIC,not in prior list,No,,2004507,1003603,No,,2004507,No
Movie,Crime/Noir,Dark Passage,1947,DRAMA ,1.76,CLASSIC,not in prior list,No,,2004542,1003638,No,,2004542,No
Movie,Crime/Noir,Desperate,1947,DRAMA ,1.21,CLASSIC,not in prior list,No,,2004508,1003604,No,,2004508,No
Movie,Crime/Noir,High Wall,1947,DRAMA ,1.65,CLASSIC,not in prior list,No,,2008021,1006041,No,,2008021,No
Movie,Crime/Noir,Los Que Volvieron,1947,DRAMA ,1.31,CLASSIC,not in prior list,No,,2008115,1006125,No,,2008115,No
Movie,Crime/Noir,Out of the Past,1947,DRAMA ,1.61,CLASSIC,2009590,No,,2009590,1007496,No,,2009590,No
Movie,Crime/Noir,Possessed (1947),1947,DRAMA ,1.8,CLASSIC,not in prior list,No,,2010074,1007960,No,,2010074,No
Movie,Crime/Noir,They Won't Believe Me,1947,DRAMA ,1.58,CLASSIC,not in prior list,No,,2012823,1010366,No,,2012823,No
Movie,Crime/Noir,"Two Mrs. Carrolls, The",1947,DRAMA ,1.65,CLASSIC,not in prior list,No,,2013753,1011128,No,,2013753,No
Movie,Crime/Noir,"Unfaithful, The",1947,DRAMA ,1.81,CLASSIC,not in prior list,No,,2012880,1010421,No,,2012880,No
Movie,Crime/Noir,"Unsuspected, The",1947,DRAMA ,1.71,CLASSIC,not in prior list,No,,2013786,1011160,No,,2013786,No
Movie,Crime/Noir,"Woman on the Beach, The",1947,DRAMA ,1.18,CLASSIC,not in prior list,No,,2014238,1011579,No,,2014238,No
Movie,Crime/Noir,"Falcon's Adventure, The",1946,DRAMA ,1.03,CLASSIC,not in prior list,No,,2005673,1004445,No,,2005673,No
Movie,Crime/Noir,Decoy,1946,DRAMA ,1.26,CLASSIC,not in prior list,No,,2013919,1011271,No,,#N/A,#N/A
Movie,Crime/Noir,Below The Deadline (1946),1946,DRAMA ,1.08,CLASSIC,not in prior list,No,,2000820,1000706,No,,2000820,No
Movie,Crime/Noir,Crack-Up,1946,DRAMA ,1.55,CLASSIC,not in prior list,No,,2004320,1003422,No,,2004320,No
