Date,Service,Distributor,Sign-ups (Indexed),Subscribers (Indexed),Net Subscriber Adds (Indexed),Gross Subscriber Adds (Indexed),Cancels (Indexed),Sign-ups,Subscribers,Net Subscriber Adds,Gross Subscriber Adds,Cancels
2021-08-01,Starz,Google Play,0.04,0.26,0.01,0.03,0.026,"15,524","112,432","2,500","13,922","11,422"
2021-09-01,Starz,Google Play,0.02,0.26,0.01,0.03,0.020,"10,646","115,408","2,976","11,726","8,750"
2021-10-01,Starz,Google Play,0.04,0.27,0.01,0.03,0.017,"16,644","118,930","3,521","11,078","7,557"
2021-11-01,Starz,Google Play,0.04,0.28,0.00,0.02,0.015,"15,544","120,598","1,669","8,392","6,723"
2021-12-01,Starz,Google Play,0.01,0.28,0.00,0.02,0.015,"5,448","120,672",74,"6,817","6,743"
2022-01-01,Starz,Google Play,0.02,0.29,0.01,0.02,0.010,"9,730","124,992","4,320","8,789","4,469"
2022-02-01,Starz,Google Play,0.02,0.28,0.00,0.02,0.022,"10,057","123,292","-1,701","8,006","9,706"
2022-03-01,Starz,Google Play,0.03,0.28,0.00,0.02,0.022,"13,510","122,782",-510,"9,233","9,743"
2022-04-01,Starz,Google Play,0.04,0.30,0.02,0.04,0.020,"19,262","129,417","6,635","15,419","8,783"
2022-05-01,Starz,Google Play,0.04,0.31,0.01,0.04,0.025,"16,084","135,040","5,623","16,492","10,869"
2022-06-01,Starz,Google Play,0.07,0.36,0.05,0.07,0.023,"30,135","155,092","20,052","30,101","10,049"
2022-07-01,Starz,Google Play,0.05,0.37,0.02,0.04,0.025,"21,522","163,606","8,514","19,461","10,947"
2022-08-01,Starz,Google Play,0.03,0.39,0.01,0.04,0.022,"14,848","169,613","6,007","15,748","9,741"
2022-09-01,Starz,Google Play,0.05,0.43,0.04,0.06,0.021,"23,882","185,743","16,130","25,326","9,196"
2022-10-01,Starz,Google Play,0.05,0.43,0.00,0.03,0.029,"23,562","187,035","1,293","14,165","12,872"
2022-11-01,Starz,Google Play,0.04,0.41,-0.02,0.03,0.043,"17,008","179,836","-7,200","11,726","18,925"
2022-12-01,Starz,Google Play,0.05,0.42,0.01,0.05,0.044,"20,926","183,114","3,279","22,598","19,319"
2023-01-01,Starz,Google Play,0.03,0.43,0.01,0.04,0.028,"14,704","189,306","6,192","18,484","12,292"
2023-02-01,Starz,Google Play,0.06,0.44,0.01,0.05,0.040,"24,452","193,039","3,733","21,240","17,507"
2023-03-01,Starz,Google Play,0.07,0.48,0.04,0.08,0.038,"31,708","211,094","18,055","34,528","16,473"
2019-01-01,Starz,Hulu,0.12,0.25,0.07,0.09,0.025,"52,250","110,098","29,857","40,787","10,930"
2019-02-01,Starz,Hulu,0.12,0.27,0.02,0.07,0.049,"51,184","117,963","7,864","29,057","21,193"
2019-03-01,Starz,Hulu,0.19,0.30,0.03,0.07,0.044,"82,640","129,825","11,863","31,190","19,327"
2019-04-01,Starz,Hulu,0.12,0.36,0.07,0.10,0.036,"51,450","158,350","28,524","44,386","15,862"
2019-05-01,Starz,Hulu,0.12,0.38,0.01,0.06,0.049,"52,117","163,948","5,598","26,925","21,327"
2019-06-01,Starz,Hulu,0.17,0.41,0.03,0.08,0.045,"73,977","178,210","14,262","33,989","19,727"
2019-07-01,Starz,Hulu,0.19,0.47,0.06,0.11,0.054,"84,107","203,002","24,792","48,385","23,593"
2019-08-01,Starz,Hulu,0.18,0.51,0.04,0.10,0.058,"76,909","222,463","19,460","44,652","25,192"
2019-09-01,Starz,Hulu,0.15,0.56,0.05,0.11,0.055,"67,445","245,655","23,193","47,052","23,859"
2019-10-01,Starz,Hulu,0.11,0.61,0.04,0.09,0.046,"46,119","264,183","18,527","38,521","19,994"
2019-11-01,Starz,Hulu,0.12,0.58,-0.03,0.05,0.081,"54,383","252,453","-11,730","23,459","35,189"
2019-12-01,Starz,Hulu,0.16,0.58,0.00,0.07,0.065,"71,844","253,786","1,333","29,857","28,524"
2020-01-01,Starz,Hulu,0.21,0.64,0.06,0.12,0.054,"89,971","280,311","26,525","50,251","23,726"
2020-02-01,Starz,Hulu,0.20,0.71,0.07,0.13,0.059,"88,639","309,502","29,191","54,916","25,725"
2020-03-01,Starz,Hulu,0.28,0.78,0.07,0.13,0.060,"122,761","338,826","29,324","55,716","26,392"
2020-04-01,Starz,Hulu,0.37,0.89,0.11,0.18,0.063,"160,216","388,410","49,584","77,176","27,591"
2020-05-01,Starz,Hulu,0.34,1.07,0.18,0.26,0.077,"146,620","467,452","79,042","112,764","33,723"
2020-06-01,Starz,Hulu,0.23,1.16,0.08,0.18,0.095,"99,835","504,507","37,055","78,508","41,454"
2020-07-01,Starz,Hulu,0.25,1.18,0.02,0.13,0.109,"109,565","512,904","8,397","56,116","47,718"
2020-08-01,Starz,Hulu,0.31,1.21,0.04,0.16,0.119,"133,158","529,165","16,262","67,978","51,717"
2020-09-01,Starz,Hulu,0.66,1.31,0.10,0.21,0.110,"288,975","572,618","43,453","91,571","48,118"
2020-10-01,Starz,Hulu,0.29,1.65,0.34,0.47,0.133,"125,160","721,371","148,753","206,734","57,982"
2020-11-01,Starz,Hulu,0.33,1.69,0.04,0.18,0.140,"143,554","738,166","16,795","77,842","61,047"
2020-12-01,Starz,Hulu,0.40,1.73,0.03,0.19,0.161,"173,012","752,961","14,795","84,906","70,111"
2021-01-01,Starz,Hulu,0.29,1.80,0.07,0.23,0.155,"125,560","783,885","30,924","98,369","67,445"
2021-02-01,Starz,Hulu,0.36,1.87,0.08,0.24,0.165,"156,084","817,874","33,989","105,833","71,844"
2021-03-01,Starz,Hulu,0.26,1.93,0.06,0.21,0.148,"114,630","844,265","26,392","90,904","64,513"
2021-04-01,Starz,Hulu,0.19,1.93,0.00,0.13,0.129,"81,308","843,066","-1,200","55,182","56,382"
2021-05-01,Starz,Hulu,0.22,1.93,0.00,0.12,0.125,"94,370","842,133",-933,"53,583","54,516"
2021-06-01,Starz,Hulu,0.17,1.91,-0.02,0.13,0.142,"75,576","835,202","-6,931","54,916","61,847"
2021-07-01,Starz,Hulu,0.33,1.88,-0.04,0.10,0.143,"142,222","818,140","-17,061","45,452","62,513"
2021-08-01,Starz,Hulu,0.20,2.01,0.14,0.26,0.123,"85,173","877,322","59,181","112,897","53,716"
2021-09-01,Starz,Hulu,0.20,1.99,-0.02,0.12,0.137,"88,372","869,324","-7,997","51,850","59,848"
2021-10-01,Starz,Hulu,0.20,1.99,0.00,0.13,0.133,"89,305","868,658",-666,"57,582","58,248"
2021-11-01,Starz,Hulu,0.23,1.97,-0.02,0.13,0.158,"100,235","857,994","-10,663","58,248","68,911"
2021-12-01,Starz,Hulu,0.29,2.00,0.03,0.15,0.122,"124,627","870,657","12,663","65,846","53,183"
2022-01-01,Starz,Hulu,0.23,2.04,0.04,0.18,0.144,"100,635","888,385","17,728","80,508","62,780"
2022-02-01,Starz,Hulu,0.19,2.04,0.01,0.14,0.131,"84,906","891,450","3,066","60,381","57,315"
2022-03-01,Starz,Hulu,0.47,2.10,0.06,0.16,0.104,"206,601","917,975","26,525","71,844","45,319"
2022-04-01,Starz,Hulu,0.19,2.38,0.28,0.39,0.116,"82,507","1,038,204","120,229","171,012","50,784"
2022-05-01,Starz,Hulu,0.19,2.39,0.01,0.15,0.136,"81,174","1,043,136","4,932","64,113","59,181"
2022-06-01,Starz,Hulu,0.31,2.38,-0.01,0.12,0.130,"136,357","1,039,403","-3,732","53,183","56,915"
2022-07-01,Starz,Hulu,0.24,2.47,0.08,0.25,0.168,"103,567","1,075,659","36,255","109,432","73,177"
2022-08-01,Starz,Hulu,0.24,2.45,-0.01,0.16,0.172,"105,566","1,069,127","-6,531","68,645","75,176"
2022-09-01,Starz,Hulu,0.24,2.40,-0.05,0.16,0.208,"103,301","1,047,534","-21,593","69,045","90,638"
2022-10-01,Starz,Hulu,0.20,2.37,-0.03,0.16,0.186,"86,239","1,035,538","-11,996","69,311","81,308"
2022-11-01,Starz,Hulu,0.19,2.32,-0.05,0.13,0.178,"83,307","1,013,545","-21,993","55,582","77,575"
2022-12-01,Starz,Hulu,0.23,2.28,-0.04,0.14,0.178,"100,768","996,217","-17,328","60,248","77,575"
2023-01-01,Starz,Hulu,0.22,2.24,-0.04,0.15,0.192,"95,170","979,422","-16,795","66,779","83,573"
2023-02-01,Starz,Hulu,0.18,2.24,-0.01,0.15,0.155,"79,441","976,357","-3,066","64,513","67,579"
2023-03-01,Starz,Hulu,0.32,2.25,0.01,0.16,0.147,"141,022","980,489","4,132","68,112","63,980"
2019-01-01,Starz,Roku Apps,0.03,0.52,0.01,0.03,0.015,"14,795","225,262","5,198","11,863","6,665"
2019-02-01,Starz,Roku Apps,0.02,0.51,0.00,0.01,0.015,"10,130","224,062","-1,200","5,465","6,665"
2019-03-01,Starz,Roku Apps,0.03,0.51,0.00,0.02,0.014,"12,929","224,595",533,"6,665","6,131"
2019-04-01,Starz,Roku Apps,0.02,0.52,0.01,0.02,0.011,"9,730","227,661","3,066","7,997","4,932"
2019-05-01,Starz,Roku Apps,0.03,0.53,0.01,0.02,0.011,"12,663","230,327","2,666","7,598","4,932"
2019-06-01,Starz,Roku Apps,0.04,0.54,0.02,0.02,0.009,"17,328","237,258","6,931","10,663","3,732"
2019-07-01,Starz,Roku Apps,0.03,0.56,0.01,0.02,0.010,"14,395","242,190","4,932","9,197","4,265"
2019-08-01,Starz,Roku Apps,0.07,0.57,0.02,0.03,0.013,"31,590","249,388","7,198","13,063","5,865"
2019-09-01,Starz,Roku Apps,0.03,0.59,0.01,0.03,0.020,"11,330","255,519","6,131","14,795","8,664"
2019-10-01,Starz,Roku Apps,0.04,0.60,0.01,0.03,0.016,"18,261","261,917","6,398","13,196","6,798"
2019-11-01,Starz,Roku Apps,0.03,0.60,0.00,0.02,0.027,"14,262","260,584","-1,333","10,530","11,863"
2019-12-01,Starz,Roku Apps,0.03,0.60,0.00,0.02,0.015,"12,663","260,717",133,"6,798","6,665"
2020-01-01,Starz,Roku Apps,0.07,0.63,0.03,0.04,0.011,"28,391","272,980","12,263","17,061","4,798"
2020-02-01,Starz,Roku Apps,0.06,0.65,0.03,0.04,0.013,"24,126","285,109","12,129","17,728","5,598"
2020-03-01,Starz,Roku Apps,0.05,0.66,0.01,0.03,0.018,"21,726","289,775","4,665","12,396","7,731"
2020-04-01,Starz,Roku Apps,0.06,0.68,0.02,0.03,0.018,"27,458","296,573","6,798","14,795","7,997"
2020-05-01,Starz,Roku Apps,0.07,0.70,0.02,0.04,0.025,"30,124","304,170","7,598","18,394","10,797"
2020-06-01,Starz,Roku Apps,0.05,0.71,0.01,0.04,0.026,"21,726","308,569","4,399","15,595","11,196"
2020-07-01,Starz,Roku Apps,0.06,0.72,0.01,0.03,0.027,"24,925","312,034","3,466","15,195","11,730"
2020-08-01,Starz,Roku Apps,0.08,0.75,0.03,0.06,0.027,"33,856","326,296","14,262","26,258","11,996"
2020-09-01,Starz,Roku Apps,0.13,0.81,0.07,0.09,0.027,"54,783","354,687","28,391","40,254","11,863"
2020-10-01,Starz,Roku Apps,0.08,0.84,0.03,0.05,0.021,"36,655","365,884","11,196","20,394","9,197"
2020-11-01,Starz,Roku Apps,0.06,0.85,0.01,0.04,0.029,"27,725","370,416","4,532","17,328","12,796"
2020-12-01,Starz,Roku Apps,0.10,0.88,0.03,0.05,0.024,"43,586","383,078","12,663","23,326","10,663"
2021-01-01,Starz,Roku Apps,0.08,0.89,0.02,0.05,0.036,"33,456","390,409","7,331","23,059","15,728"
2021-02-01,Starz,Roku Apps,0.06,0.91,0.02,0.04,0.024,"27,858","397,740","7,331","17,861","10,530"
2021-03-01,Starz,Roku Apps,0.06,0.92,0.01,0.04,0.029,"24,126","403,605","5,865","18,394","12,529"
2021-04-01,Starz,Roku Apps,0.04,0.93,0.00,0.03,0.027,"18,794","404,005",400,"12,129","11,730"
2021-05-01,Starz,Roku Apps,0.03,0.93,0.01,0.02,0.020,"14,129","406,271","2,266","10,797","8,531"
2021-06-01,Starz,Roku Apps,0.03,0.94,0.01,0.03,0.019,"13,729","409,070","2,799","11,196","8,397"
2021-07-01,Starz,Roku Apps,0.09,0.97,0.03,0.05,0.022,"38,788","423,066","13,996","23,459","9,464"
2021-08-01,Starz,Roku Apps,0.06,1.00,0.03,0.05,0.016,"27,191","438,128","15,062","21,860","6,798"
2021-09-01,Starz,Roku Apps,0.05,1.03,0.02,0.04,0.017,"22,659","448,524","10,397","17,728","7,331"
2021-10-01,Starz,Roku Apps,0.05,1.03,0.00,0.02,0.019,"22,793","449,324",800,"9,197","8,397"
2021-11-01,Starz,Roku Apps,0.08,1.07,0.04,0.06,0.023,"33,456","467,452","18,128","27,991","9,864"
2021-12-01,Starz,Roku Apps,0.06,1.08,0.01,0.04,0.025,"25,725","472,650","5,198","16,262","11,063"
2022-01-01,Starz,Roku Apps,0.08,1.10,0.01,0.05,0.038,"33,323","478,381","5,732","22,526","16,795"
2022-02-01,Starz,Roku Apps,0.08,1.14,0.04,0.07,0.026,"34,389","496,776","18,394","29,591","11,196"
2022-03-01,Starz,Roku Apps,0.13,1.22,0.08,0.11,0.031,"56,649","531,565","34,789","48,118","13,329"
2022-04-01,Starz,Roku Apps,0.08,1.25,0.03,0.07,0.033,"36,122","545,960","14,395","28,924","14,529"
2022-05-01,Starz,Roku Apps,0.09,1.26,0.01,0.09,0.077,"38,921","550,625","4,665","38,388","33,723"
2022-06-01,Starz,Roku Apps,0.17,1.33,0.07,0.14,0.071,"75,043","579,949","29,324","60,114","30,790"
2022-07-01,Starz,Roku Apps,0.11,1.35,0.02,0.09,0.069,"48,251","587,147","7,198","37,455","30,257"
2022-08-01,Starz,Roku Apps,0.11,1.38,0.03,0.11,0.078,"49,851","601,276","14,129","47,985","33,856"
2022-09-01,Starz,Roku Apps,0.09,1.39,0.01,0.09,0.077,"39,054","605,808","4,532","37,988","33,456"
2022-10-01,Starz,Roku Apps,0.09,1.38,-0.01,0.06,0.068,"37,321","601,009","-4,798","24,659","29,457"
2022-11-01,Starz,Roku Apps,0.06,1.36,-0.01,0.07,0.083,"25,059","595,144","-5,865","30,257","36,122"
2022-12-01,Starz,Roku Apps,0.08,1.36,0.00,0.08,0.087,"36,922","593,812","-1,333","36,788","38,121"
2023-01-01,Starz,Roku Apps,0.12,1.38,0.02,0.09,0.072,"50,651","601,542","7,731","39,188","31,457"
2023-02-01,Starz,Roku Apps,0.09,1.38,0.01,0.07,0.061,"38,388","604,208","2,666","29,191","26,525"
2023-03-01,Starz,Roku Apps,0.17,1.45,0.07,0.13,0.059,"73,177","634,332","30,124","55,716","25,592"
2019-01-01,Starz,The Roku Channel,0.00,0.13,0.13,0.13,0.000,267,"55,849","55,849","55,849",0
2019-02-01,Starz,The Roku Channel,0.02,0.13,0.00,0.00,0.002,"8,531","55,449",-400,267,666
2019-03-01,Starz,The Roku Channel,0.04,0.13,0.01,0.01,0.004,"18,927","58,515","3,066","4,932","1,866"
2019-04-01,Starz,The Roku Channel,0.02,0.15,0.02,0.03,0.012,"7,997","66,912","8,397","13,596","5,198"
2019-05-01,Starz,The Roku Channel,0.03,0.16,0.01,0.01,0.007,"11,596","70,111","3,199","6,265","3,066"
2019-06-01,Starz,The Roku Channel,0.03,0.17,0.01,0.02,0.007,"11,596","73,843","3,732","6,798","3,066"
2019-07-01,Starz,The Roku Channel,0.04,0.18,0.01,0.02,0.011,"16,528","77,709","3,865","8,664","4,798"
2019-08-01,Starz,The Roku Channel,0.06,0.19,0.01,0.02,0.010,"25,992","81,974","4,265","8,531","4,265"
2019-09-01,Starz,The Roku Channel,0.03,0.20,0.02,0.03,0.018,"11,863","89,038","7,064","14,795","7,731"
2019-10-01,Starz,The Roku Channel,0.05,0.22,0.02,0.03,0.018,"20,260","95,836","6,798","14,529","7,731"
2019-11-01,Starz,The Roku Channel,0.03,0.21,0.00,0.02,0.023,"11,596","93,704","-2,133","7,731","9,864"
2019-12-01,Starz,The Roku Channel,0.04,0.22,0.01,0.02,0.012,"16,795","96,103","2,399","7,731","5,332"
2020-01-01,Starz,The Roku Channel,0.04,0.23,0.01,0.03,0.017,"16,928","99,968","3,865","11,196","7,331"
2020-02-01,Starz,The Roku Channel,0.04,0.24,0.01,0.02,0.012,"16,128","103,967","3,999","9,064","5,065"
2020-03-01,Starz,The Roku Channel,0.05,0.25,0.01,0.02,0.015,"20,660","107,299","3,332","9,997","6,665"
2020-04-01,Starz,The Roku Channel,0.10,0.26,0.02,0.04,0.021,"44,919","114,497","7,198","16,528","9,330"
2020-05-01,Starz,The Roku Channel,0.09,0.29,0.03,0.05,0.019,"37,588","127,560","13,063","21,460","8,397"
2020-06-01,Starz,The Roku Channel,0.05,0.31,0.02,0.04,0.021,"21,327","137,423","9,864","19,061","9,197"
2020-07-01,Starz,The Roku Channel,0.06,0.32,0.00,0.02,0.016,"26,658","137,690",267,"7,464","7,198"
2020-08-01,Starz,The Roku Channel,0.07,0.35,0.03,0.05,0.015,"31,857","151,152","13,462","19,860","6,398"
2020-09-01,Starz,The Roku Channel,0.10,0.37,0.03,0.04,0.014,"45,052","162,348","11,196","17,195","5,998"
2020-10-01,Starz,The Roku Channel,0.07,0.40,0.02,0.04,0.016,"28,924","173,012","10,663","17,461","6,798"
2020-11-01,Starz,The Roku Channel,0.08,0.44,0.05,0.06,0.016,"34,656","193,139","20,127","27,058","6,931"
2020-12-01,Starz,The Roku Channel,0.09,0.47,0.03,0.05,0.020,"41,187","206,201","13,063","21,593","8,531"
2021-01-01,Starz,The Roku Channel,0.08,0.46,-0.01,0.03,0.035,"33,189","202,602","-3,599","11,730","15,328"
2021-02-01,Starz,The Roku Channel,0.08,0.46,-0.01,0.02,0.027,"33,723","199,270","-3,332","8,264","11,596"
2021-03-01,Starz,The Roku Channel,0.08,0.49,0.04,0.05,0.019,"35,989","214,998","15,728","23,859","8,131"
2021-04-01,Starz,The Roku Channel,0.05,0.51,0.01,0.03,0.018,"22,526","221,530","6,531","14,395","7,864"
2021-05-01,Starz,The Roku Channel,0.06,0.52,0.02,0.03,0.016,"24,659","228,994","7,464","14,395","6,931"
2021-06-01,Starz,The Roku Channel,0.05,0.54,0.02,0.03,0.013,"20,660","237,258","8,264","13,862","5,598"
2021-07-01,Starz,The Roku Channel,0.08,0.57,0.03,0.05,0.019,"35,989","250,187","12,929","21,327","8,397"
2021-08-01,Starz,The Roku Channel,0.05,0.59,0.02,0.04,0.018,"23,059","258,451","8,264","16,262","7,997"
2021-09-01,Starz,The Roku Channel,0.05,0.61,0.01,0.03,0.016,"21,860","264,316","5,865","12,663","6,798"
2021-10-01,Starz,The Roku Channel,0.05,0.61,0.00,0.02,0.014,"19,860","266,049","1,733","7,731","5,998"
2021-11-01,Starz,The Roku Channel,0.09,0.66,0.05,0.07,0.019,"40,387","288,442","22,393","30,524","8,131"
2021-12-01,Starz,The Roku Channel,0.07,0.67,0.01,0.04,0.028,"29,057","294,440","5,998","18,261","12,263"
2022-01-01,Starz,The Roku Channel,0.06,0.65,-0.03,0.02,0.051,"25,858","281,511","-12,929","9,197","22,126"
2022-02-01,Starz,The Roku Channel,0.05,0.65,0.01,0.02,0.019,"22,926","283,910","2,399","10,530","8,131"
2022-03-01,Starz,The Roku Channel,0.07,0.67,0.02,0.04,0.013,"30,924","293,640","9,730","15,462","5,732"
2022-04-01,Starz,The Roku Channel,0.07,0.69,0.01,0.03,0.012,"32,523","299,905","6,265","11,596","5,332"
2022-05-01,Starz,The Roku Channel,0.11,0.74,0.05,0.07,0.017,"46,519","323,097","23,193","30,790","7,598"
2022-06-01,Starz,The Roku Channel,0.09,0.75,0.01,0.02,0.014,"39,587","327,629","4,532","10,797","6,265"
2022-07-01,Starz,The Roku Channel,0.07,0.75,0.00,0.02,0.016,"30,924","327,896",267,"7,198","6,931"
2022-08-01,Starz,The Roku Channel,0.08,0.78,0.02,0.04,0.017,"35,056","338,426","10,530","17,861","7,331"
2022-09-01,Starz,The Roku Channel,0.06,0.79,0.01,0.03,0.016,"26,525","344,691","6,265","13,462","7,198"
2022-10-01,Starz,The Roku Channel,0.06,0.79,0.00,0.02,0.016,"26,392","346,423","1,733","8,797","7,064"
2022-11-01,Starz,The Roku Channel,0.11,0.86,0.06,0.08,0.016,"46,119","373,082","26,658","33,589","6,931"
2022-12-01,Starz,The Roku Channel,0.10,0.87,0.01,0.03,0.019,"44,519","377,880","4,798","13,063","8,264"
2023-01-01,Starz,The Roku Channel,0.12,0.89,0.02,0.06,0.043,"51,584","386,544","8,664","27,591","18,927"
2023-02-01,Starz,The Roku Channel,0.11,0.90,0.01,0.05,0.041,"49,451","392,675","6,131","23,992","17,861"
2023-03-01,Starz,The Roku Channel,0.17,0.97,0.07,0.13,0.059,"72,910","421,466","28,791","54,649","25,858"
2019-01-01,Starz,YouTube TV,0.01,0.17,0.00,0.00,0.005,"5,749","74,673",-749,"1,510","2,258"
2019-02-01,Starz,YouTube TV,0.02,0.18,0.01,0.01,0.001,"10,295","78,645","3,972","4,229",257
2019-03-01,Starz,YouTube TV,0.01,0.18,0.00,0.01,0.011,"5,789","77,488","-1,158","3,780","4,937"
2019-04-01,Starz,YouTube TV,0.02,0.19,0.01,0.01,0.002,"8,615","80,840","3,352","4,431","1,078"
2019-05-01,Starz,YouTube TV,0.01,0.19,0.00,0.01,0.007,"6,520","82,465","1,625","4,611","2,986"
2019-06-01,Starz,YouTube TV,0.01,0.19,0.00,0.01,0.008,"5,798","82,834",369,"3,929","3,559"
2019-07-01,Starz,YouTube TV,0.02,0.19,0.00,0.01,0.005,"8,739","84,645","1,811","4,149","2,338"
2019-08-01,Starz,YouTube TV,0.03,0.21,0.01,0.01,0.002,"10,997","89,708","5,064","5,856",792
2019-09-01,Starz,YouTube TV,0.03,0.21,0.01,0.01,0.005,"11,762","92,612","2,903","5,208","2,305"
2019-10-01,Starz,YouTube TV,0.01,0.21,0.00,0.01,0.011,"4,050","91,270","-1,342","3,610","4,952"
2019-11-01,Starz,YouTube TV,0.02,0.21,0.00,0.01,0.015,"9,248","89,582","-1,688","4,772","6,460"
2019-12-01,Starz,YouTube TV,0.06,0.22,0.01,0.03,0.014,"25,143","95,341","5,759","12,026","6,267"
2020-01-01,Starz,YouTube TV,0.05,0.23,0.01,0.02,0.006,"20,665","100,055","4,713","7,496","2,783"
2020-02-01,Starz,YouTube TV,0.07,0.25,0.02,0.03,0.013,"28,396","107,279","7,224","13,109","5,885"
2020-03-01,Starz,YouTube TV,0.04,0.26,0.02,0.03,0.011,"19,020","114,041","6,763","11,707","4,944"
2020-04-01,Starz,YouTube TV,0.04,0.26,0.00,0.02,0.016,"19,370","114,258",217,"7,315","7,098"
2020-05-01,Starz,YouTube TV,0.04,0.26,0.00,0.02,0.017,"15,544","115,090",832,"8,340","7,507"
2020-06-01,Starz,YouTube TV,0.03,0.25,-0.01,0.01,0.019,"12,533","109,958","-5,133","3,340","8,472"
2020-07-01,Starz,YouTube TV,0.03,0.25,0.00,0.01,0.011,"10,974","110,175",217,"5,000","4,783"
2020-08-01,Starz,YouTube TV,0.03,0.25,0.00,0.01,0.015,"14,409","109,399",-776,"5,982","6,758"
2020-09-01,Starz,YouTube TV,0.05,0.26,0.00,0.01,0.009,"21,310","111,539","2,140","5,923","3,783"
2020-10-01,Starz,YouTube TV,0.06,0.26,0.00,0.01,0.010,"24,198","112,761","1,222","5,372","4,151"
2020-11-01,Starz,YouTube TV,0.06,0.28,0.02,0.04,0.018,"28,137","120,702","7,941","15,669","7,728"
2020-12-01,Starz,YouTube TV,0.05,0.28,0.01,0.02,0.016,"23,760","123,773","3,071","9,971","6,899"
2021-01-01,Starz,YouTube TV,0.05,0.29,0.01,0.03,0.022,"20,974","127,776","4,003","13,657","9,655"
2021-02-01,Starz,YouTube TV,0.05,0.31,0.02,0.04,0.022,"22,871","136,107","8,331","17,787","9,456"
2021-03-01,Starz,YouTube TV,0.06,0.33,0.02,0.03,0.015,"24,657","143,584","7,477","14,206","6,729"
2021-04-01,Starz,YouTube TV,0.04,0.34,0.01,0.03,0.020,"17,734","149,631","6,048","14,661","8,613"
2021-05-01,Starz,YouTube TV,0.03,0.35,0.01,0.02,0.016,"13,238","152,100","2,469","9,444","6,975"
2021-06-01,Starz,YouTube TV,0.05,0.35,0.00,0.02,0.021,"19,672","152,585",484,"9,487","9,003"
2021-07-01,Starz,YouTube TV,0.03,0.35,0.00,0.02,0.023,"12,937","151,512","-1,073","8,851","9,924"
2021-08-01,Starz,YouTube TV,0.02,0.35,0.00,0.02,0.015,"9,323","153,583","2,072","8,595","6,523"
2021-09-01,Starz,YouTube TV,0.03,0.37,0.02,0.03,0.006,"14,223","161,871","8,287","10,982","2,695"
2021-10-01,Starz,YouTube TV,0.03,0.39,0.02,0.03,0.011,"14,545","169,831","7,960","12,617","4,657"
2021-11-01,Starz,YouTube TV,0.02,0.39,0.00,0.01,0.017,"8,049","168,244","-1,587","5,706","7,292"
2021-12-01,Starz,YouTube TV,0.04,0.38,-0.01,0.05,0.057,"16,855","164,965","-3,279","21,788","25,067"
2022-01-01,Starz,YouTube TV,0.04,0.36,-0.02,0.06,0.079,"18,114","158,048","-6,917","27,674","34,591"
2022-02-01,Starz,YouTube TV,0.02,0.36,0.00,0.03,0.024,"8,287","158,812",764,"11,401","10,637"
2022-03-01,Starz,YouTube TV,0.02,0.37,0.00,0.02,0.012,"10,199","160,384","1,572","6,968","5,396"
2022-04-01,Starz,YouTube TV,0.02,0.38,0.01,0.03,0.019,"9,327","165,412","5,028","13,218","8,191"
2022-05-01,Starz,YouTube TV,0.03,0.39,0.01,0.04,0.030,"14,418","168,552","3,141","16,381","13,241"
2022-06-01,Starz,YouTube TV,0.02,0.38,-0.01,0.02,0.033,"8,304","164,593","-3,960","10,366","14,325"
2022-07-01,Starz,YouTube TV,0.02,0.39,0.01,0.03,0.022,"9,021","168,838","4,245","13,695","9,450"
2022-08-01,Starz,YouTube TV,0.03,0.39,0.00,0.04,0.032,"11,265","170,381","1,544","15,406","13,863"
2022-09-01,Starz,YouTube TV,0.02,0.39,0.00,0.02,0.018,"9,611","170,859",478,"8,490","8,012"
2022-10-01,Starz,YouTube TV,0.02,0.39,0.00,0.02,0.023,"10,208","169,630","-1,229","8,674","9,903"
2022-11-01,Starz,YouTube TV,0.02,0.38,-0.01,0.03,0.037,"9,118","167,166","-2,465","13,663","16,128"
2022-12-01,Starz,YouTube TV,0.03,0.38,0.00,0.04,0.040,"12,955","166,216",-950,"16,373","17,323"
2023-01-01,Starz,YouTube TV,0.02,0.36,-0.02,0.03,0.051,"10,877","158,259","-7,957","14,164","22,121"
2023-02-01,Starz,YouTube TV,0.03,0.37,0.01,0.02,0.018,"10,910","161,039","2,781","10,804","8,023"
2023-03-01,Starz,YouTube TV,0.03,0.36,-0.01,0.01,0.027,"12,843","155,562","-5,478","6,247","11,725"
2019-01-01,Starz,iTunes,0.05,0.59,0.00,0.07,0.069,"23,459","255,652",533,"30,790","30,257"
2019-02-01,Starz,iTunes,0.04,0.55,-0.04,0.05,0.082,"15,462","239,391","-16,262","19,727","35,989"
2019-03-01,Starz,iTunes,0.08,0.55,0.00,0.06,0.061,"33,056","239,791",400,"26,925","26,525"
2019-04-01,Starz,iTunes,0.08,0.54,0.00,0.07,0.074,"33,723","237,791","-1,999","30,124","32,123"
2019-05-01,Starz,iTunes,0.06,0.56,0.02,0.08,0.065,"26,258","246,189","8,397","36,655","28,258"
2019-06-01,Starz,iTunes,0.09,0.57,0.01,0.07,0.064,"37,321","250,454","4,265","32,256","27,991"
2019-07-01,Starz,iTunes,0.09,0.60,0.03,0.09,0.060,"39,987","263,650","13,196","39,321","26,125"
2019-08-01,Starz,iTunes,0.19,0.65,0.05,0.13,0.079,"83,973","284,710","21,060","55,582","34,522"
