lfm.fact.date_str,lfm.brand_view.id,lfm.brand.name,lfm.brand.title_category,lfm.brand_view.name,lfm.brand_view.set_ids,lfm.brand_view.set_names,lfm.brand_view.type,lfm.brand.broadcast_dayparts,lfm.brand.genres,lfm.brand.primary_genre,lfm.brand.programmers,lfm.brand.programmer_types,facebook.page_insight.fbpai_impressions_organic_unique,facebook.page_insight.fbpai_impressions_organic_unique_authorized,facebook.page_insight.fbpai_impressions_unique,facebook.page_insight.fbpai_impressions_unique_authorized,facebook.page_insight.fbpai_impressions_paid_unique,facebook.page_insight.fbpai_impressions_paid_unique_authorized,facebook.page_insight.fbpai_impressions_viral_unique,facebook.page_insight.fbpai_impressions_viral_unique_authorized,lfm.post_engagement_score.post_engagement_rate_fb,lfm.post_engagement_score.post_engagement_fb,lfm.audience_ratings.facebook_fan_acquisition_score,facebook.post_insight.fbpoi_video_views_organic,facebook.post_insight.fbpoi_video_views_organic_authorized,facebook.post_insight.fbpoi_video_views_organic_unique,facebook.post_insight.fbpoi_video_views_organic_unique_authorized,facebook.page_insight.fbpai_fan_removes_unique,facebook.page_insight.fbpai_fan_removes_unique_authorized,facebook.page_insight.fbpai_impressions,facebook.page_insight.fbpai_impressions_authorized,facebook.page_insight.fbpai_fan_adds_unique,facebook.page_insight.fbpai_fan_adds_unique_authorized,facebook.page_insight.fbpai_impressions_organic,facebook.page_insight.fbpai_impressions_organic_authorized,facebook.page_insight.fbpai_video_views_organic,facebook.page_insight.fbpai_video_views_organic_authorized,facebook.page_insight.fbpai_impressions_paid,facebook.page_insight.fbpai_impressions_paid_authorized,facebook.page_insight.fbpai_video_views_paid,facebook.page_insight.fbpai_video_views_paid_authorized,facebook.page.talking_about,facebook.page_insight.fbpai_video_views,facebook.page_insight.fbpai_video_views_authorized,facebook.page_insight.fbpai_impressions_viral,facebook.page_insight.fbpai_impressions_viral_authorized,facebook.post_insight.fbpoi_video_complete_views_paid,facebook.post_insight.fbpoi_video_complete_views_paid_authorized,facebook.post_insight.fbpoi_video_views_paid,facebook.post_insight.fbpoi_video_views_paid_authorized,facebook.post_insight.fbpoi_video_views_paid_unique,facebook.post_insight.fbpoi_video_views_paid_unique_authorized,facebook.page.total_post_angry_count_c,facebook.page.total_post_comments_c,facebook.page.total_post_haha_count_c,facebook.post.interactions_views,facebook.post.interactions_views_authorized,facebook.page.total_post_likes_c,facebook.page.total_post_love_count_c,facebook.page.total_post_reactions_count_c,facebook.page.total_post_sad_count_c,facebook.post.other,facebook.page.total_post_wow_count_c,facebook.post_video.views_c,facebook.page.likes,lfm.audience_ratings.facebook_audience_footprint,lfm.engagement_score.facebook,lfm.social_engagement_score.facebook_score,lfm.audience_ratings.private_facebook_audience_footprint,lfm.audience_ratings.private_facebook_audience_footprint_authorized
2022-01-19,59751,50 First Dates,Movies,50 First Dates (Standard View),[3],"[""LF // Film - Majors + Independents""]",STANDARD,,"[""Comedy"", ""Drama"", ""Romance""]",,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,3,-81,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,488,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,1,,unauthorized,4,1,6,0,1,0,59,2125097,2125097,-78,-78,,unauthorized
2022-01-19,60555,360,Movies,360 (Standard View),[3],"[""LF // Film - Majors + Independents""]",STANDARD,,"[""Drama"", ""Romance"", ""Thriller""]",,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,1,1,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,13,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,1,0,1,0,0,0,0,19981,19981,2,2,,unauthorized
2022-01-19,60576,2016: Obama's America,Movies,2016: Obama's America (Standard View),[3],"[""LF // Film - Majors + Independents""]",STANDARD,,"[""Documentary"", ""Fantasy""]",,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,-7,-8,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,65,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,-4,0,-4,0,0,0,13,278753,278753,-15,-15,,unauthorized
2022-01-19,60657,"3, 2, 1... Frankie Go Boom",Movies,"3, 2, 1... Frankie Go Boom (Standard View)",[3],"[""LF // Film - Majors + Independents""]",STANDARD,,"[""Comedy""]",,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,0,0,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,0,0,0,0,0,0,,3946,3946,0,0,,unauthorized
2022-01-19,60810,21 and Over,Movies,21 and Over (Standard View),[3],"[""LF // Film - Majors + Independents""]",STANDARD,,"[""Comedy""]",,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,-1,-16,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,95,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,-1,0,,unauthorized,0,0,0,0,0,0,3,469284,469284,-17,-17,,unauthorized
2022-01-19,60848,42,Movies,42 (Standard View),[3],"[""LF // Film - Majors + Independents""]",STANDARD,,"[""Biography"", ""Drama"", ""Sport""]",,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,0,21,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,94,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,0,1,1,0,0,0,8,439002,439002,21,21,,unauthorized
2022-01-19,60919,100 Bloody Acres,Movies,100 Bloody Acres (Standard View),[3],"[""LF // Film - Majors + Independents""]",STANDARD,,"[""Comedy"", ""Horror""]",,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,0,1,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,1,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,0,0,0,0,0,0,,1384,1384,1,1,,unauthorized
2022-01-19,60946,2 Guns,Movies,2 Guns (Standard View),[3],"[""LF // Film - Majors + Independents""]",STANDARD,,"[""Action"", ""Comedy"", ""Crime"", ""Thriller""]",,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,-4,-19,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,77,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,-2,0,,unauthorized,0,-1,-1,0,0,0,0,333909,333909,-23,-23,,unauthorized
2022-01-19,60991,12 Years a Slave,Movies,12 Years a Slave (Standard View),[3],"[""LF // Film - Majors + Independents""]",STANDARD,,"[""Biography"", ""Drama"", ""History""]",,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,-8,-10,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,231,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,-2,0,,unauthorized,0,0,0,0,0,0,18,789746,789746,-18,-18,,unauthorized
2022-01-19,61027,47 Ronin,Movies,47 Ronin (Standard View),[3],"[""LF // Film - Majors + Independents""]",STANDARD,,"[""Action"", ""Drama"", ""Fantasy""]",,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,-5,-11,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,144,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,3,0,3,0,0,0,29,474126,474126,-16,-16,,unauthorized
2022-01-19,61082,3 Days to Kill,Movies,3 Days to Kill (Standard View),[3],"[""LF // Film - Majors + Independents""]",STANDARD,,"[""Action"", ""Drama"", ""Thriller""]",,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,0,5,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,28,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,0,1,1,0,0,0,1,127250,127250,5,5,,unauthorized
2022-01-19,61144,50 to 1,Movies,50 to 1 (Standard View),[3],"[""LF // Film - Majors + Independents""]",STANDARD,,"[""Drama""]",,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,0,-1,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,13,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,0,0,0,0,0,0,,59557,59557,-1,-1,,unauthorized
2022-01-19,61207,"10,000 KM",Movies,"10,000 KM (Standard View)",[3],"[""LF // Film - Majors + Independents""]",STANDARD,,"[""Comedy"", ""Drama"", ""Romance""]",,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,0,-1,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,6,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,0,0,0,0,0,0,6,11375,11375,-1,-1,,unauthorized
2022-01-19,61209,10 Rules for Sleeping Around,Movies,10 Rules for Sleeping Around (Standard View),[3],"[""LF // Film - Majors + Independents""]",STANDARD,,"[""Comedy"", ""Romance""]",,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,0,-3,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,8,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,0,0,0,0,0,0,,17413,17413,-3,-3,,unauthorized
2022-01-19,61213,"20,000 Days on Earth",Movies,"20,000 Days on Earth (Standard View)",[3],"[""LF // Film - Majors + Independents""]",STANDARD,,"[""Documentary"", ""Drama"", ""Music""]",,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,0,-3,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,8,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,0,0,0,0,0,0,1,35576,35576,-3,-3,,unauthorized
2022-01-19,61215,200 Cartas,Movies,200 Cartas (Standard View),[3],"[""LF // Film - Majors + Independents""]",STANDARD,,"[""Comedy"", ""Romance""]",,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,0,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,4,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,0,0,0,0,0,0,,19656,19656,0,0,,unauthorized
2022-01-19,61217,52 Tuesdays,Movies,52 Tuesdays (Standard View),[3],"[""LF // Film - Majors + Independents""]",STANDARD,,"[""Drama""]",,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,0,-1,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,1,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,0,0,0,0,0,0,,3405,3405,-1,-1,,unauthorized
2022-01-19,64325,30 Years of Garbage: The Garbage Pail Kids Story,Movies,30 Years of Garbage: The Garbage Pail Kids Story (Standard View),[3],"[""LF // Film - Majors + Independents""]",STANDARD,,"[""Documentary""]",,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,0,5,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,27,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,0,0,0,0,0,0,1,9387,9387,5,5,,unauthorized
2022-01-19,64890,10 Years,Talent,10 Years (Standard View),[2069],"[""Talent Universe""]",STANDARD,,,,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0.384425057732488,1678,-8,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,3173,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,305,0,,unauthorized,952,291,1253,1,90,9,1412,436496,436496,1670,1670,,unauthorized
2022-01-19,64892,21 Savage,Talent,21 Savage (Standard View),[2069],"[""Talent Universe""]",STANDARD,,,,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,-33,-511,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,4127,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,4,0,,unauthorized,-23,19,-4,0,33,0,320,5607750,5607750,-544,-544,,unauthorized
2022-01-19,64895,2CELLOS,Talent,2CELLOS (Standard View),[2069],"[""Talent Universe""]",STANDARD,,,,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,257,284,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,16979,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,28,1,,unauthorized,131,32,165,0,394,1,5272,2025820,2025820,541,541,,unauthorized
2022-01-19,64897,3 Doors Down,Talent,3 Doors Down (Standard View),[2069],"[""Talent Universe""]",STANDARD,,,,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,688,-35,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,21286,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,27,63,,unauthorized,457,105,627,0,106,2,392,5828459,5828459,653,653,,unauthorized
2022-01-19,64899,36 Crazy Fists,Talent,36 Crazy Fists (Standard View),[2069],"[""Talent Universe""]",STANDARD,,,,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,0,-13,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,35,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,0,0,0,0,0,0,3,113210,113210,-13,-13,,unauthorized
2022-01-19,64901,3OH!3,Talent,3OH!3 (Standard View),[2069],"[""Talent Universe""]",STANDARD,,,,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0.127655268090672,4806,-266,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,32768,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,476,15,,unauthorized,1839,1160,3141,6,3,121,356,3764827,3764827,4540,4540,,unauthorized
2022-01-19,64903,3TEETH,Talent,3TEETH (Standard View),[2069],"[""Talent Universe""]",STANDARD,,,,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,48,-4,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,341,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,2,0,,unauthorized,36,8,44,0,32,0,12,82385,82385,44,44,,unauthorized
2022-01-19,64905,54-40,Talent,54-40 (Standard View),[2069],"[""Talent Universe""]",STANDARD,,,,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,0,-1,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,37,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,0,0,0,0,1,0,7,14523,14523,-1,-1,,unauthorized
2022-01-19,66343,50 Central BET,TV Shows,50 Central BET (Standard View),"[1700, 756, 757]","[""LF // TV Universe"", ""LF // TV Universe // Episodic"", ""LF // TV Universe // Episodic Plus""]",STANDARD,"[""Prime Time""]","[""Comedy""]",Reality,"[""BET""]","[""Ad Supported Cable""]",,unauthorized,,unauthorized,,unauthorized,,unauthorized,,0,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,73,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,0,0,0,0,0,0,,23399,23399,0,0,,unauthorized
2022-01-19,68665,2307: Winter's Dream,Movies,2307: Winter's Dream (Standard View),[3],"[""LF // Film - Majors + Independents""]",STANDARD,,"[""Sci-Fi""]",,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,0,0,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,0,0,0,0,0,0,,716,716,0,0,,unauthorized
2022-01-19,71122,11/8/16,Movies,11/8/16 (Standard View),[3],"[""LF // Film - Majors + Independents""]",STANDARD,,"[""Documentary""]",,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,0,0,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,0,0,0,0,0,0,,3470,3470,0,0,,unauthorized
2022-01-19,73796,32 Pills: My Sister's Suicide,TV Shows,32 Pills: My Sister's Suicide (Standard View),"[757, 1700]","[""LF // TV Universe // Episodic Plus"", ""LF // TV Universe""]",STANDARD,"[""Prime Time""]",[],Documentary,"[""HBO""]","[""Premium Cable""]",,unauthorized,,unauthorized,,unauthorized,,unauthorized,,0,0,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,0,0,0,0,0,0,,4540,4540,0,0,,unauthorized
2022-01-19,76074,2 Dope Queens,TV Shows,2 Dope Queens (Standard View),"[6761, 757, 756, 1700, 5899]","[""HBO + Max Mega Brand"", ""LF // TV Universe // Episodic Plus"", ""LF // TV Universe // Episodic"", ""LF // TV Universe"", ""HBO + Originals Brand Set""]",STANDARD,"[""Late News""]","[""Comedy"", ""Talk-Show""]",Comedy,"[""HBO""]","[""Premium Cable""]",,unauthorized,,unauthorized,,unauthorized,,unauthorized,,0,-6,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,34,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,0,0,0,0,3,0,3,97349,97349,-6,-6,,unauthorized
2022-01-19,76075,2 Dope Queens,TV Shows,2 Dope Queens (Custom View),[],[],CUSTOM,"[""Late News""]",[],,"[""HBO""]","[""Premium Cable""]",,unauthorized,,unauthorized,,unauthorized,,unauthorized,,0,-6,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,34,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,0,0,0,0,3,0,3,97349,97349,-6,-6,,unauthorized
2022-01-19,81670,100 Code,TV Shows,100 Code (Standard View),"[757, 756, 1700]","[""LF // TV Universe // Episodic Plus"", ""LF // TV Universe // Episodic"", ""LF // TV Universe""]",STANDARD,"[""Prime Time""]","[""Crime"", ""Thriller""]",Drama,"[""WGN America""]","[""Ad Supported Cable""]",,unauthorized,,unauthorized,,unauthorized,,unauthorized,,0,1,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,1,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,0,0,0,0,0,0,,4815,4815,1,1,,unauthorized
2022-01-19,90301,20 Feet from Stardom,Movies,20 Feet from Stardom (Standard View),[3],"[""LF // Film - Majors + Independents""]",STANDARD,,"[""Biography"", ""Documentary"", ""History"", ""Music""]",Documentary,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,0,2,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,5,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,0,0,0,0,0,0,,15942,15942,2,2,,unauthorized
2022-01-19,100123,18 UNDA PAR,Talent,18 UNDA PAR (Standard View),[2069],"[""Talent Universe""]",STANDARD,,,,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,0,0,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,1,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,0,0,0,0,0,0,,761,761,0,0,,unauthorized
2022-01-19,103517,40 Years in the Making: The Magic Music Movie,Movies,40 Years in the Making: The Magic Music Movie (Standard View),[3],"[""LF // Film - Majors + Independents""]",STANDARD,,"[""Documentary""]",,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,0,0,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,0,0,0,0,0,0,,915,915,0,0,,unauthorized
2022-01-19,105549,47 Meters Down: Uncaged,Movies,47 Meters Down: Uncaged (Standard View),[3],"[""LF // Film - Majors + Independents""]",STANDARD,,"[""Adventure"", ""Drama"", ""Horror"", ""Thriller""]",Horror,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,-11,-5,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,42,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,-2,0,,unauthorized,0,0,0,0,3,0,67,149110,149110,-16,-16,,unauthorized
2022-01-19,108628,2 Chainz,Talent,2 Chainz (Standard View),[2069],"[""Talent Universe""]",STANDARD,,,,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0.0168518925341711,1492,-219,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,13637,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,59,140,,unauthorized,832,205,1183,0,144,6,25210,8853605,8853605,1273,1273,,unauthorized
